enrollee_id,city_development,relevant_experience,enrolled_university,education_level,training_hours,target
25296.0,0.754,1.0,1.0,3.0,52.0,0.0
13238.0,0.92,1.0,0.0,3.0,19.0,0.0
13478.0,0.624,1.0,1.0,3.0,32.0,1.0
18578.0,0.767,1.0,0.0,3.0,26.0,1.0
29975.0,0.855,1.0,1.0,3.0,90.0,0.0
26516.0,0.939,1.0,0.0,3.0,25.0,0.0
24690.0,0.8270000000000001,1.0,0.11028179935149396,4.0,15.0,0.0
8433.0,0.887,1.0,0.0,4.0,48.0,0.0
9572.0,0.55,0.0,1.0,2.0,98.0,0.0
5878.0,0.865,1.0,0.0,3.0,142.0,1.0
9645.0,0.91,1.0,0.0,3.0,47.0,0.0
12730.0,0.91,1.0,0.0,4.0,28.0,0.0
4830.0,0.698,0.0,0.6084301465625466,2.8629276294856507,228.0,1.0
17271.0,0.624,0.0,1.0,3.0,18.0,1.0
12731.0,0.8270000000000001,1.0,0.0,3.0,29.0,0.0
10908.0,0.855,1.0,0.0,4.0,46.0,0.0
3686.0,0.92,1.0,0.0,3.0,17.0,0.0
22683.0,0.893,1.0,0.0,4.0,65.0,0.0
31765.0,0.855,0.0,1.0,3.0,14.0,0.0
31449.0,0.92,1.0,0.0,4.0,4.0,0.0
21762.0,0.92,1.0,0.0,3.0,108.0,0.0
22070.0,0.92,0.0,0.0,3.0,136.0,0.0
25413.0,0.92,1.0,0.0,3.0,27.0,0.0
5902.0,0.7959999999999999,1.0,1.0,4.0,74.0,0.0
30937.0,0.866,0.0,1.0,3.0,83.0,0.0
29290.0,0.698,0.0,1.0,4.0,42.0,0.0
32401.0,0.92,1.0,0.0,3.0,332.0,0.0
19128.0,0.913,0.0,1.0,3.0,140.0,0.0
16869.0,0.92,0.0,0.0,3.0,13.0,1.0
10497.0,0.682,1.0,0.0,3.0,172.0,1.0
18099.0,0.92,1.0,0.0,3.0,48.0,0.0
12081.0,0.802,1.0,1.0,3.0,33.0,0.0
7364.0,0.92,0.0,1.0,2.0,142.0,0.0
7016.0,0.802,1.0,0.0,3.0,14.0,1.0
8695.0,0.55,1.0,0.0,3.0,27.0,1.0
14672.0,0.878,0.0,0.0,4.0,150.0,0.0
24493.0,0.92,1.0,0.0,3.0,140.0,0.0
1180.0,0.91,1.0,0.0,3.0,52.0,0.0
8168.0,0.897,1.0,0.0,4.0,3.0,0.0
10473.0,0.624,1.0,0.0,3.0,2.0,1.0
5220.0,0.754,1.0,0.0,3.0,46.0,0.0
4789.0,0.855,1.0,0.0,3.0,210.0,0.0
11338.0,0.926,1.0,0.0,3.0,36.0,0.0
27963.0,0.949,0.0,1.0,3.0,160.0,1.0
8571.0,0.624,1.0,1.0,3.0,101.0,0.0
16303.0,0.926,1.0,0.0,4.0,46.0,0.0
21199.0,0.698,1.0,1.0,3.0,90.0,0.0
18819.0,0.8959999999999999,1.0,0.0,3.0,59.0,0.0
7666.0,0.624,1.0,0.0,3.0,74.0,0.0
10555.0,0.878,1.0,0.0,3.0,8.0,0.0
13253.0,0.693,1.0,1.0,3.0,109.0,0.0
15637.0,0.855,1.0,0.0,3.0,70.0,0.0
28074.0,0.92,1.0,0.0,3.0,17.0,0.0
23012.0,0.92,0.0,0.0,4.0,51.0,0.0
16110.0,0.92,1.0,0.0,3.0,60.0,1.0
3921.0,0.893,0.0,0.0,5.0,4.0,0.0
24530.0,0.926,0.0,0.0,3.0,7.0,0.0
1924.0,0.804,1.0,0.0,4.0,164.0,0.0
32776.0,0.6659999999999999,1.0,0.0,3.0,290.0,0.0
1907.0,0.804,0.0,0.0,2.0,145.0,0.0
23947.0,0.92,0.0,0.0,5.0,70.0,0.0
30488.0,0.55,0.0,1.0,3.0,20.0,0.0
24608.0,0.92,0.0,0.0,3.0,15.0,0.0
20081.0,0.866,0.0,0.0,3.0,156.0,0.0
7777.0,0.926,1.0,0.0,4.0,120.0,0.0
22718.0,0.769,1.0,0.0,3.0,47.0,0.0
3396.0,0.855,1.0,1.0,3.0,102.0,0.0
2003.0,0.92,1.0,1.0,2.0,112.0,1.0
31786.0,0.92,0.0,0.0,5.0,14.0,0.0
8241.0,0.91,1.0,0.0,3.2776022950846273,4.0,0.0
12154.0,0.91,1.0,0.0,4.0,55.0,0.0
23455.0,0.624,1.0,0.0,3.0,49.0,1.0
19882.0,0.91,1.0,0.0,3.0,72.0,0.0
4656.0,0.926,0.0,0.0,2.0,28.0,0.0
7280.0,0.92,1.0,0.0,3.0,6.0,0.0
16903.0,0.92,1.0,0.0,3.0,125.0,0.0
13333.0,0.939,1.0,0.0,3.0,326.0,0.0
26241.0,0.92,1.0,0.0,3.0,33.0,0.0
12381.0,0.804,0.0,0.0,4.0,40.0,0.0
32092.0,0.92,1.0,0.0,4.0,55.0,0.0
3766.0,0.698,0.0,0.0,3.0,32.0,0.0
30496.0,0.92,1.0,0.0,3.0,11.0,0.0
7189.0,0.754,1.0,0.0,3.0,41.0,0.0
31593.0,0.855,1.0,0.0,4.0,114.0,0.0
11986.0,0.698,1.0,1.0,4.0,15.0,0.0
31033.0,0.91,0.0,1.0,2.0,8.0,0.0
3024.0,0.949,1.0,0.0,3.0,246.0,0.0
23508.0,0.92,1.0,0.0,4.0,22.0,0.0
29457.0,0.92,1.0,0.0,4.0,81.0,0.0
12297.0,0.7759999999999999,1.0,1.0,3.0,11.0,0.0
27708.0,0.698,0.0,1.0,3.0,24.0,1.0
3065.0,0.92,1.0,0.0,3.0,50.0,0.0
29226.0,0.924,0.0,1.0,2.0,15.0,0.0
5493.0,0.939,1.0,0.0,4.0,31.0,0.0
2891.0,0.926,1.0,0.0,4.0,84.0,0.0
31841.0,0.624,1.0,0.0,3.0,105.0,1.0
907.0,0.92,1.0,0.0,3.0,72.0,0.0
29526.0,0.789,1.0,0.0,3.0,42.0,1.0
10956.0,0.698,1.0,0.0,3.0,152.0,0.0
26099.0,0.92,1.0,0.0,3.0,60.0,0.0
26163.0,0.624,0.0,1.0,4.0,8.0,0.0
4120.0,0.91,0.0,1.0,4.0,17.0,1.0
7335.0,0.923,0.0,0.0,2.0,33.0,0.0
706.0,0.91,1.0,0.0,4.0,38.0,0.0
9890.0,0.92,1.0,0.0,3.0,178.0,0.0
7731.0,0.802,1.0,0.0,3.0,84.0,0.0
31943.0,0.884,1.0,0.0,3.0,32.0,0.0
33339.0,0.624,0.0,0.0,3.0,39.0,0.0
20866.0,0.775,1.0,0.0,3.0,12.0,0.0
21634.0,0.624,1.0,1.0,3.0,50.0,0.0
29529.0,0.903,1.0,0.0,3.0,55.0,1.0
4478.0,0.55,1.0,0.0,3.0,7.0,1.0
32095.0,0.92,1.0,0.0,4.0,104.0,0.0
18272.0,0.92,1.0,1.0,3.0,90.0,1.0
23825.0,0.624,0.0,1.0,3.0,102.0,0.0
7672.0,0.624,1.0,0.0,4.0,202.0,1.0
5633.0,0.555,1.0,0.0,3.0,22.0,0.0
5573.0,0.92,0.0,0.0,1.0,50.0,0.0
24936.0,0.624,1.0,0.0,4.0,88.0,0.0
16814.0,0.91,1.0,0.0,3.0,62.0,0.0
19249.0,0.92,1.0,0.0,3.0,83.0,0.0
9475.0,0.939,1.0,0.0,3.0,11.0,0.0
4865.0,0.926,0.0,1.0,5.0,10.0,0.0
20881.0,0.939,1.0,0.0,4.0,114.0,0.0
21563.0,0.624,1.0,0.0,4.0,36.0,0.0
25114.0,0.804,0.0,0.4387359602933065,4.0,17.0,0.0
26002.0,0.91,0.0,1.0,3.0,80.0,1.0
8528.0,0.92,1.0,1.0,3.0,108.0,0.0
6141.0,0.92,1.0,0.0,3.0,45.0,0.0
27667.0,0.92,0.0,1.0,3.0,77.0,0.0
2821.0,0.926,1.0,0.0,4.0,8.0,0.0
21216.0,0.878,0.0,0.0,3.0,28.0,0.0
25495.0,0.727,1.0,0.0,3.0,37.0,0.0
20791.0,0.91,0.0,1.0,3.0,108.0,1.0
28015.0,0.92,1.0,0.0,3.0,162.0,0.0
10685.0,0.754,1.0,1.0,2.0,41.0,0.0
405.0,0.903,1.0,0.0,4.0,4.0,0.0
13891.0,0.884,0.0,0.0,5.0,41.0,0.0
33050.0,0.903,1.0,0.0,3.0,12.0,0.0
399.0,0.92,1.0,0.0,3.0,190.0,0.0
8202.0,0.624,1.0,0.0,3.0,29.0,1.0
8751.0,0.92,1.0,0.0,3.0,11.0,0.0
25380.0,0.92,1.0,0.0,4.0,39.0,0.0
24617.0,0.804,1.0,1.0,2.0,16.0,0.0
13083.0,0.926,1.0,0.0,4.0,29.0,0.0
12454.0,0.624,1.0,1.0,4.0,210.0,0.0
3500.0,0.92,0.0,1.0,2.0,54.0,0.0
15922.0,0.92,1.0,0.0,3.0,44.0,0.0
6685.0,0.91,1.0,0.0,3.0,47.0,0.0
28838.0,0.92,1.0,0.0,3.0,74.0,0.0
24082.0,0.624,1.0,0.0,4.0,8.0,1.0
24846.0,0.624,0.0,1.0,3.0,20.0,1.0
16994.0,0.762,1.0,1.0,2.0,262.0,0.0
13135.0,0.836,1.0,0.0,4.0,6.0,0.0
16537.0,0.897,1.0,0.0,4.0,134.0,0.0
17358.0,0.926,1.0,0.0,4.0,40.0,0.0
5630.0,0.624,0.0,1.0,3.0,100.0,0.0
24152.0,0.923,0.0,0.0,4.0,30.0,0.0
17762.0,0.92,0.0,0.0,2.0,20.0,1.0
4310.0,0.92,1.0,0.0,3.0,4.0,0.0
30912.0,0.923,0.0,0.0,1.0,103.0,0.0
20976.0,0.92,1.0,1.0,3.0,40.0,0.0
13150.0,0.91,1.0,0.0,5.0,27.0,0.0
12206.0,0.926,0.0,0.0,2.0,46.0,0.0
9407.0,0.926,1.0,0.0,2.0,110.0,0.0
13152.0,0.92,1.0,0.0,3.0,96.0,0.0
1069.0,0.92,1.0,0.0,3.0,57.0,0.0
25418.0,0.92,1.0,1.0,3.0,240.0,0.0
22689.0,0.949,1.0,0.0,3.0,42.0,0.0
5104.0,0.939,1.0,0.0,4.0,16.0,1.0
13994.0,0.64,1.0,0.0,3.0,40.0,1.0
27064.0,0.92,1.0,0.0,3.0,94.0,0.0
14598.0,0.794,0.0,0.0,3.0,160.0,0.0
25290.0,0.878,1.0,0.0,2.0,29.0,0.0
29640.0,0.698,1.0,0.0,3.0,23.0,0.0
17519.0,0.727,1.0,0.0,3.0,113.0,0.0
6085.0,0.924,0.0,1.0,3.0,39.0,1.0
31692.0,0.92,1.0,1.0,3.0,40.0,0.0
6052.0,0.92,1.0,0.0,4.0,56.0,0.0
18161.0,0.555,0.0,1.0,3.0,106.0,0.0
12934.0,0.926,1.0,1.0,3.0,64.0,0.0
30400.0,0.754,1.0,0.0,3.0,51.0,0.0
26419.0,0.855,1.0,1.0,3.0,41.0,0.0
4188.0,0.92,1.0,0.0,3.0,150.0,0.0
28847.0,0.897,1.0,0.0,4.0,20.0,0.0
32534.0,0.804,1.0,1.0,3.0,74.0,0.0
22395.0,0.624,1.0,0.0,4.0,129.0,1.0
4876.0,0.855,1.0,0.0,4.0,42.0,0.0
2793.0,0.923,1.0,0.0,3.0,166.0,0.0
5593.0,0.92,1.0,1.0,3.0,37.0,0.0
14003.0,0.804,1.0,1.0,3.0,95.0,1.0
30484.0,0.926,1.0,0.0,4.0,31.0,0.0
14688.0,0.743,0.0,1.0,4.0,97.0,0.0
25459.0,0.926,0.0,0.0,1.0,16.0,0.0
23657.0,0.92,0.0,0.0,1.0,14.0,0.0
20322.0,0.804,1.0,0.0,5.0,206.0,0.0
22194.0,0.92,1.0,0.0,3.0,204.0,0.0
14914.0,0.804,1.0,0.0,4.0,161.0,0.0
20376.0,0.92,1.0,0.0,3.0,25.0,1.0
27530.0,0.92,1.0,0.0,3.0,94.0,0.0
24701.0,0.92,1.0,0.0,3.0,16.0,0.0
10102.0,0.92,1.0,0.0,3.0,107.0,0.0
10338.0,0.769,1.0,1.0,4.0,17.0,0.0
15701.0,0.91,1.0,0.0,3.0,140.0,0.0
9189.0,0.899,1.0,0.0,2.0,146.0,0.0
13788.0,0.865,0.0,0.0,2.905826871093797,302.0,0.0
10752.0,0.855,1.0,0.0,4.0,42.0,1.0
28406.0,0.92,1.0,0.0,3.0,131.0,0.0
26320.0,0.698,1.0,1.0,2.0,74.0,0.0
17460.0,0.91,1.0,0.0,3.0,22.0,0.0
18657.0,0.804,0.0,0.0,3.0,53.0,1.0
9384.0,0.913,1.0,0.0,4.0,143.0,0.0
4269.0,0.855,1.0,0.0,3.0,72.0,0.0
14935.0,0.92,1.0,0.0,2.0,7.0,0.0
28033.0,0.897,0.0,1.0,3.0,182.0,0.0
1568.0,0.915,1.0,0.0,3.0,50.0,0.0
15465.0,0.887,1.0,0.0,2.0,82.0,0.0
26233.0,0.91,1.0,0.14173759880401715,3.0,58.0,0.0
24729.0,0.924,1.0,0.0,3.0,94.0,0.0
29440.0,0.624,1.0,0.0,3.0,60.0,1.0
32652.0,0.802,1.0,1.0,4.0,124.0,0.0
28556.0,0.6890000000000001,0.0,0.0,1.0,46.0,0.0
12875.0,0.698,0.0,1.0,4.0,57.0,1.0
21078.0,0.92,1.0,0.0,3.0,17.0,0.0
30331.0,0.92,1.0,0.0,3.0,101.0,0.0
5899.0,0.698,0.0,0.0,1.0,31.0,0.0
27435.0,0.893,1.0,1.0,3.0,198.0,0.0
18385.0,0.55,1.0,0.2225557472601214,4.0,12.0,0.0
27866.0,0.92,1.0,0.0,3.0,31.0,0.0
7328.0,0.92,1.0,0.0,3.0,26.0,1.0
24807.0,0.92,1.0,0.0,3.0,55.0,0.0
27113.0,0.624,1.0,0.0,3.0,8.0,1.0
6008.0,0.91,1.0,0.0,2.0,38.0,0.0
760.0,0.899,1.0,0.0,3.0,8.0,0.0
2990.0,0.878,1.0,0.0,4.0,32.0,1.0
27326.0,0.926,1.0,1.0,2.0,17.0,0.0
604.0,0.91,0.0,0.44350934535960795,2.9097557237515974,24.0,0.0
2194.0,0.899,1.0,0.0,3.0,19.0,0.0
21564.0,0.624,1.0,1.0,4.0,46.0,1.0
17432.0,0.91,1.0,0.0,3.0,15.0,0.0
13952.0,0.92,1.0,0.0,4.0,23.0,1.0
1988.0,0.893,1.0,0.0,3.0,38.0,0.0
23691.0,0.624,0.0,1.0,4.0,46.0,1.0
10481.0,0.804,0.0,1.0,3.0,214.0,0.0
8540.0,0.92,1.0,0.0,3.0,52.0,0.0
8806.0,0.92,0.0,0.0,3.0,22.0,1.0
15468.0,0.926,1.0,0.0,4.0,65.0,0.0
32747.0,0.92,1.0,1.0,3.0,64.0,0.0
4075.0,0.887,0.0,1.0,3.0,52.0,1.0
12772.0,0.897,1.0,0.0,4.0,21.0,0.0
22517.0,0.926,0.0,0.0,3.0,86.0,0.0
26388.0,0.897,0.0,1.0,4.0,288.0,1.0
30676.0,0.91,1.0,0.0,4.0,53.0,0.0
10970.0,0.91,1.0,0.0,4.0,178.0,0.0
29961.0,0.939,1.0,0.0,5.0,166.0,0.0
5136.0,0.924,1.0,0.0,5.0,62.0,0.0
20369.0,0.624,1.0,1.0,3.0,35.0,0.0
23505.0,0.92,1.0,0.0,3.0,106.0,0.0
11751.0,0.836,0.0,0.0,3.0,58.0,0.0
12038.0,0.698,1.0,1.0,4.0,44.0,1.0
28590.0,0.91,1.0,0.08240182305518318,4.0,72.0,0.0
10370.0,0.939,1.0,0.0,4.0,166.0,0.0
4095.0,0.895,1.0,0.0,4.0,25.0,0.0
9217.0,0.884,1.0,0.0,3.0,37.0,0.0
23901.0,0.92,0.0,0.45256004095690017,2.88945590584388,32.0,0.0
25421.0,0.92,1.0,0.0,3.0,84.0,0.0
20698.0,0.926,1.0,0.0,3.0,72.0,0.0
41.0,0.887,1.0,0.0,2.0,47.0,0.0
23636.0,0.855,0.0,1.0,3.0,47.0,0.0
9387.0,0.754,1.0,0.2565423775410587,2.0,20.0,0.0
21466.0,0.624,1.0,0.0,3.0,198.0,1.0
9515.0,0.92,0.0,0.0,3.0,64.0,0.0
20743.0,0.8959999999999999,1.0,0.0,4.0,23.0,1.0
25766.0,0.884,0.0,1.0,4.0,96.0,0.0
4626.0,0.624,0.0,0.0,2.0,306.0,0.0
16178.0,0.762,1.0,0.0,3.0,48.0,0.0
1829.0,0.624,1.0,0.0,3.0,98.0,1.0
8287.0,0.92,0.0,1.0,3.0,53.0,1.0
10529.0,0.92,1.0,0.0,3.0,102.0,0.0
30608.0,0.92,0.0,1.0,3.0,76.0,0.0
8442.0,0.855,1.0,0.0,3.0,54.0,0.0
8151.0,0.767,1.0,1.0,4.0,7.0,0.0
9420.0,0.847,1.0,0.0,3.251706758201586,96.0,0.0
17083.0,0.92,1.0,1.0,3.0,7.0,0.0
16414.0,0.91,1.0,0.0,3.0,53.0,0.0
32340.0,0.855,1.0,0.0,3.0,161.0,0.0
18462.0,0.897,0.0,0.0,4.0,11.0,0.0
7996.0,0.8270000000000001,1.0,0.0,3.0,6.0,0.0
30636.0,0.624,0.0,1.0,3.0,72.0,1.0
29982.0,0.794,1.0,0.0,4.0,182.0,0.0
29217.0,0.939,1.0,0.0,3.0,67.0,0.0
22508.0,0.884,0.0,1.0,3.0,16.0,0.0
28080.0,0.92,1.0,0.0,3.0,98.0,0.0
21134.0,0.698,0.0,1.0,3.0,7.0,1.0
30925.0,0.92,0.0,1.0,3.0,88.0,0.0
29000.0,0.884,1.0,0.0,4.0,112.0,0.0
26925.0,0.7659999999999999,1.0,1.0,3.0,30.0,1.0
7696.0,0.738,1.0,0.0,3.0,9.0,0.0
21989.0,0.91,1.0,0.0,3.0,24.0,0.0
10984.0,0.92,1.0,0.0,4.0,28.0,0.0
26543.0,0.878,1.0,1.0,3.0,166.0,0.0
32043.0,0.624,1.0,1.0,4.0,61.0,1.0
15343.0,0.762,1.0,0.0,3.0,24.0,0.0
30967.0,0.91,0.0,1.0,3.0,8.0,1.0
30191.0,0.903,1.0,0.0,3.0,133.0,0.0
23185.0,0.878,1.0,0.0,3.0,29.0,0.0
1434.0,0.92,1.0,0.0,3.0,53.0,0.0
9600.0,0.92,1.0,0.0,3.0,11.0,1.0
25963.0,0.624,1.0,0.0,3.0,7.0,0.0
5141.0,0.762,1.0,0.0,3.0,87.0,0.0
657.0,0.92,1.0,0.0,3.0,18.0,0.0
29991.0,0.8270000000000001,1.0,0.0,3.0,76.0,1.0
18759.0,0.624,1.0,0.0,3.0,114.0,0.0
23081.0,0.92,0.0,1.0,2.0,56.0,0.0
20135.0,0.923,1.0,0.0,3.0,80.0,0.0
18620.0,0.7759999999999999,1.0,1.0,3.0,52.0,0.0
24226.0,0.624,1.0,0.0,3.0,13.0,0.0
10092.0,0.767,1.0,0.0,3.0,42.0,0.0
1950.0,0.767,1.0,1.0,4.0,56.0,1.0
7909.0,0.624,0.0,0.0,1.0,12.0,1.0
11966.0,0.836,1.0,0.0,4.0,36.0,0.0
10017.0,0.926,1.0,0.0,4.0,67.0,0.0
28391.0,0.624,1.0,0.0,3.0,13.0,1.0
361.0,0.92,1.0,0.0,3.0,100.0,0.0
25041.0,0.624,1.0,0.0,3.0,18.0,1.0
18476.0,0.624,1.0,0.0,4.0,90.0,1.0
26668.0,0.64,0.0,0.0,4.0,59.0,0.0
18586.0,0.804,1.0,0.0,4.0,35.0,0.0
17783.0,0.802,1.0,1.0,3.0,11.0,0.0
13256.0,0.624,1.0,0.0,3.0,15.0,1.0
2586.0,0.647,1.0,0.0,4.0,130.0,0.0
15279.0,0.92,0.0,0.4477417105606465,2.8971434789939723,30.0,0.0
28468.0,0.939,1.0,0.0,4.0,88.0,0.0
17941.0,0.624,0.0,0.0,4.0,18.0,0.0
4978.0,0.926,1.0,1.0,4.0,16.0,0.0
28641.0,0.924,1.0,0.0,3.0,95.0,0.0
28915.0,0.624,0.0,0.0,3.0,53.0,0.0
33367.0,0.92,1.0,0.0,3.0,220.0,1.0
3999.0,0.795,1.0,0.0,4.0,94.0,0.0
31153.0,0.5579999999999999,0.0,0.0,3.0,47.0,1.0
26616.0,0.92,1.0,0.0,3.0,60.0,0.0
24366.0,0.624,1.0,0.0,3.0,78.0,1.0
19986.0,0.92,0.0,0.0,3.0,5.0,0.0
17786.0,0.794,1.0,0.0,3.261674244532155,20.0,0.0
1396.0,0.939,1.0,0.0,3.0,2.0,0.0
1563.0,0.682,1.0,0.0,3.0,25.0,0.0
29612.0,0.624,1.0,1.0,3.0,8.0,1.0
30441.0,0.92,1.0,0.0,3.0,90.0,0.0
30265.0,0.92,1.0,1.0,2.0,81.0,1.0
11545.0,0.926,1.0,0.0,3.0,120.0,0.0
2404.0,0.624,1.0,0.0,3.0,18.0,1.0
7243.0,0.887,1.0,0.0,2.0,19.0,0.0
19555.0,0.802,1.0,1.0,3.0,314.0,0.0
17400.0,0.91,0.0,1.0,3.0,10.0,0.0
22005.0,0.754,1.0,1.0,3.0,39.0,0.0
10612.0,0.624,1.0,0.0,4.0,25.0,1.0
23365.0,0.5579999999999999,0.0,0.0,3.0,146.0,1.0
13288.0,0.624,1.0,0.0,3.0,26.0,0.0
23430.0,0.7959999999999999,1.0,0.0,3.0,25.0,0.0
30404.0,0.92,1.0,0.0,3.0,50.0,1.0
8930.0,0.92,1.0,0.0,3.0,30.0,0.0
3920.0,0.698,1.0,0.0,3.0,39.0,0.0
29841.0,0.624,0.0,1.0,2.0,56.0,1.0
16289.0,0.624,1.0,0.0,3.0,82.0,1.0
19889.0,0.624,1.0,0.0,3.0,32.0,0.0
8489.0,0.55,1.0,0.0,3.302157433586081,15.0,1.0
22420.0,0.855,1.0,0.0,3.0,226.0,0.0
28415.0,0.92,1.0,0.0,3.0,60.0,0.0
32260.0,0.579,1.0,0.0,3.0,9.0,0.0
21603.0,0.624,1.0,0.0,3.0,50.0,0.0
19702.0,0.754,0.0,1.0,2.0,280.0,1.0
17665.0,0.91,1.0,0.0,3.0,91.0,0.0
19612.0,0.624,1.0,0.0,4.0,15.0,1.0
18905.0,0.92,1.0,1.0,3.0,14.0,0.0
824.0,0.91,1.0,0.0,3.0,74.0,0.0
14217.0,0.926,1.0,0.0,4.0,52.0,0.0
13209.0,0.939,0.0,0.0,2.9645008231969405,75.0,0.0
33242.0,0.754,0.0,1.0,3.0,50.0,0.0
24224.0,0.698,1.0,0.0,3.0,100.0,0.0
9684.0,0.895,1.0,0.0,4.0,42.0,0.0
8584.0,0.91,1.0,0.0,5.0,11.0,0.0
27003.0,0.91,1.0,0.0,4.0,74.0,0.0
29723.0,0.89,1.0,1.0,3.0,90.0,0.0
33181.0,0.855,0.0,0.0,4.0,234.0,0.0
29288.0,0.624,0.0,0.0,3.0,11.0,1.0
3004.0,0.924,1.0,0.0,4.0,163.0,0.0
5828.0,0.91,1.0,0.0,3.0,9.0,0.0
22211.0,0.855,0.0,0.0,3.0,36.0,0.0
26291.0,0.939,1.0,0.0,3.0,72.0,0.0
11739.0,0.926,1.0,1.0,3.0,84.0,0.0
20878.0,0.698,1.0,0.0,3.0,24.0,0.0
31156.0,0.913,1.0,0.0,2.0,77.0,0.0
21878.0,0.92,1.0,0.0,3.0,56.0,0.0
7009.0,0.804,1.0,0.0,3.0,22.0,0.0
31013.0,0.92,1.0,0.0,3.0,8.0,0.0
7145.0,0.865,1.0,0.0,4.0,8.0,0.0
2690.0,0.92,0.0,0.0,3.0,55.0,0.0
28829.0,0.624,1.0,1.0,3.0,74.0,1.0
28477.0,0.624,0.0,1.0,4.0,57.0,1.0
17107.0,0.624,1.0,1.0,3.0,36.0,0.0
17125.0,0.92,0.0,0.45840794958435505,2.8658262465679663,146.0,0.0
5911.0,0.92,1.0,0.0,3.0,151.0,0.0
24069.0,0.624,1.0,0.0,3.0,4.0,0.0
20803.0,0.743,1.0,0.0,4.0,102.0,0.0
3752.0,0.926,1.0,0.0,3.0,29.0,0.0
32925.0,0.91,1.0,0.0,4.0,78.0,0.0
19818.0,0.624,1.0,1.0,3.0,141.0,1.0
22581.0,0.924,1.0,1.0,2.0,41.0,1.0
2629.0,0.738,1.0,1.0,3.0,13.0,0.0
20143.0,0.866,1.0,0.0,4.0,30.0,0.0
2478.0,0.624,1.0,0.0,3.0,104.0,1.0
25957.0,0.701,0.0,1.0,3.0,108.0,0.0
24981.0,0.89,1.0,0.0,3.0,62.0,0.0
27624.0,0.91,0.0,0.0,1.0,21.0,0.0
32355.0,0.884,1.0,0.0,3.0,98.0,0.0
12140.0,0.91,1.0,0.0,4.0,57.0,0.0
3827.0,0.92,1.0,0.0,4.0,9.0,0.0
9338.0,0.802,1.0,1.0,3.0,4.0,0.0
14901.0,0.926,1.0,0.0,4.0,108.0,0.0
6909.0,0.698,0.0,0.0,4.0,98.0,1.0
20751.0,0.893,1.0,0.0,3.0,112.0,0.0
4498.0,0.7659999999999999,1.0,0.0,3.0,28.0,1.0
29508.0,0.926,1.0,0.0,4.0,24.0,0.0
5205.0,0.767,1.0,0.24464963654670757,3.0,28.0,1.0
32947.0,0.516,1.0,1.0,3.0,15.0,1.0
